text,intent,split
action_search visit_repeat revision_changed recent_move zone_wet evidence_many candidate_none candidate_item_opportunity context_bucket_0,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_early recent_move zone_loop evidence_none candidate_none candidate_item_opportunity context_bucket_1,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_item_opportunity context_bucket_2,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_early recent_move zone_utility evidence_some candidate_none candidate_item_opportunity context_bucket_3,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_item_opportunity context_bucket_4,ITEM_OPPORTUNITY,test
action_search visit_repeat revision_early recent_move zone_dark evidence_many candidate_none candidate_item_opportunity context_bucket_5,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_changed recent_move zone_wet evidence_many candidate_none candidate_item_opportunity context_bucket_6,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_early recent_move zone_loop evidence_none candidate_none candidate_item_opportunity context_bucket_7,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_item_opportunity context_bucket_8,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_early recent_move zone_utility evidence_some candidate_none candidate_item_opportunity context_bucket_9,ITEM_OPPORTUNITY,test
action_search visit_repeat revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_item_opportunity context_bucket_10,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_early recent_move zone_dark evidence_many candidate_none candidate_item_opportunity context_bucket_0,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_changed recent_move zone_wet evidence_many candidate_none candidate_item_opportunity context_bucket_1,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_early recent_move zone_loop evidence_none candidate_none candidate_item_opportunity context_bucket_2,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_item_opportunity context_bucket_3,ITEM_OPPORTUNITY,test
action_search visit_repeat revision_early recent_move zone_utility evidence_some candidate_none candidate_item_opportunity context_bucket_4,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_item_opportunity context_bucket_5,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_early recent_move zone_dark evidence_many candidate_none candidate_item_opportunity context_bucket_6,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_changed recent_move zone_wet evidence_many candidate_none candidate_item_opportunity context_bucket_7,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_early recent_move zone_loop evidence_none candidate_none candidate_item_opportunity context_bucket_8,ITEM_OPPORTUNITY,test
action_search visit_repeat revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_item_opportunity context_bucket_9,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_early recent_move zone_utility evidence_some candidate_none candidate_item_opportunity context_bucket_10,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_item_opportunity context_bucket_0,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_early recent_move zone_dark evidence_many candidate_none candidate_item_opportunity context_bucket_1,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_changed recent_move zone_wet evidence_many candidate_none candidate_item_opportunity context_bucket_2,ITEM_OPPORTUNITY,test
action_search visit_repeat revision_early recent_move zone_loop evidence_none candidate_none candidate_item_opportunity context_bucket_3,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_item_opportunity context_bucket_4,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_early recent_move zone_utility evidence_some candidate_none candidate_item_opportunity context_bucket_5,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_item_opportunity context_bucket_6,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_early recent_move zone_dark evidence_many candidate_none candidate_item_opportunity context_bucket_7,ITEM_OPPORTUNITY,test
action_search visit_repeat revision_changed recent_move zone_wet evidence_many candidate_none candidate_item_opportunity context_bucket_8,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_early recent_move zone_loop evidence_none candidate_none candidate_item_opportunity context_bucket_9,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_item_opportunity context_bucket_10,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_early recent_move zone_utility evidence_some candidate_none candidate_item_opportunity context_bucket_0,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_item_opportunity context_bucket_1,ITEM_OPPORTUNITY,test
action_search visit_repeat revision_early recent_move zone_dark evidence_many candidate_none candidate_item_opportunity context_bucket_2,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_changed recent_move zone_wet evidence_many candidate_none candidate_item_opportunity context_bucket_3,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_early recent_move zone_loop evidence_none candidate_none candidate_item_opportunity context_bucket_4,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_item_opportunity context_bucket_5,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_early recent_move zone_utility evidence_some candidate_none candidate_item_opportunity context_bucket_6,ITEM_OPPORTUNITY,test
action_search visit_repeat revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_item_opportunity context_bucket_7,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_early recent_move zone_dark evidence_many candidate_none candidate_item_opportunity context_bucket_8,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_changed recent_move zone_wet evidence_many candidate_none candidate_item_opportunity context_bucket_9,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_early recent_move zone_loop evidence_none candidate_none candidate_item_opportunity context_bucket_10,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_item_opportunity context_bucket_0,ITEM_OPPORTUNITY,test
action_search visit_repeat revision_early recent_move zone_utility evidence_some candidate_none candidate_item_opportunity context_bucket_1,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_item_opportunity context_bucket_2,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_early recent_move zone_dark evidence_many candidate_none candidate_item_opportunity context_bucket_3,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_changed recent_move zone_wet evidence_many candidate_none candidate_item_opportunity context_bucket_4,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_early recent_move zone_loop evidence_none candidate_none candidate_item_opportunity context_bucket_5,ITEM_OPPORTUNITY,test
action_search visit_repeat revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_item_opportunity context_bucket_6,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_early recent_move zone_utility evidence_some candidate_none candidate_item_opportunity context_bucket_7,ITEM_OPPORTUNITY,train
action_search visit_repeat revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_item_opportunity context_bucket_8,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_early recent_move zone_loop evidence_none candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_0,ITEM_OPPORTUNITY,test
action_explore visit_deep revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_1,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_early recent_move zone_utility evidence_some candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_2,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_3,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_early recent_move zone_dark evidence_many candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_4,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_changed recent_move zone_wet evidence_many candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_5,ITEM_OPPORTUNITY,test
action_explore visit_deep revision_early recent_move zone_loop evidence_none candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_6,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_7,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_early recent_move zone_utility evidence_some candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_8,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_9,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_early recent_move zone_dark evidence_many candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_10,ITEM_OPPORTUNITY,test
action_explore visit_deep revision_changed recent_move zone_wet evidence_many candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_0,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_early recent_move zone_loop evidence_none candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_1,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_2,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_early recent_move zone_utility evidence_some candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_3,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_4,ITEM_OPPORTUNITY,test
action_explore visit_deep revision_early recent_move zone_dark evidence_many candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_5,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_changed recent_move zone_wet evidence_many candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_6,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_early recent_move zone_loop evidence_none candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_7,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_8,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_early recent_move zone_utility evidence_some candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_9,ITEM_OPPORTUNITY,test
action_explore visit_deep revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_10,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_early recent_move zone_dark evidence_many candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_0,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_changed recent_move zone_wet evidence_many candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_1,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_early recent_move zone_loop evidence_none candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_2,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_3,ITEM_OPPORTUNITY,test
action_explore visit_deep revision_early recent_move zone_utility evidence_some candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_4,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_5,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_early recent_move zone_dark evidence_many candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_6,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_changed recent_move zone_wet evidence_many candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_7,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_early recent_move zone_loop evidence_none candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_8,ITEM_OPPORTUNITY,test
action_explore visit_deep revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_9,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_early recent_move zone_utility evidence_some candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_10,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_0,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_early recent_move zone_dark evidence_many candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_1,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_changed recent_move zone_wet evidence_many candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_2,ITEM_OPPORTUNITY,test
action_explore visit_deep revision_early recent_move zone_loop evidence_none candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_3,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_4,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_early recent_move zone_utility evidence_some candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_5,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_6,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_early recent_move zone_dark evidence_many candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_7,ITEM_OPPORTUNITY,test
action_explore visit_deep revision_changed recent_move zone_wet evidence_many candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_8,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_early recent_move zone_loop evidence_none candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_9,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_10,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_early recent_move zone_utility evidence_some candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_0,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_1,ITEM_OPPORTUNITY,test
action_explore visit_deep revision_early recent_move zone_dark evidence_many candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_2,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_changed recent_move zone_wet evidence_many candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_3,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_early recent_move zone_loop evidence_none candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_4,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_5,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_early recent_move zone_utility evidence_some candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_6,ITEM_OPPORTUNITY,test
action_explore visit_deep revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_7,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_early recent_move zone_dark evidence_many candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_8,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_changed recent_move zone_wet evidence_many candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_9,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_early recent_move zone_loop evidence_none candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_10,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_0,ITEM_OPPORTUNITY,test
action_explore visit_deep revision_early recent_move zone_utility evidence_some candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_1,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_2,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_early recent_move zone_dark evidence_many candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_3,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_changed recent_move zone_wet evidence_many candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_4,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_early recent_move zone_loop evidence_none candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_5,ITEM_OPPORTUNITY,test
action_explore visit_deep revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_6,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_early recent_move zone_utility evidence_some candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_7,ITEM_OPPORTUNITY,train
action_explore visit_deep revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_item_opportunity candidate_entity_pressure context_bucket_8,ITEM_OPPORTUNITY,train
